Run,N,Enqueue,Dequeue,Peek,IsEmpty,IsFull,Display
40,20000,0.000000003,0.000000003,0.000000002,0.000000001,0.000000001,0.000017000
41,20000,0.000000003,0.000000003,0.000000002,0.000000001,0.000000001,0.000018000
42,20000,0.000000002,0.000000002,0.000000002,0.000000001,0.000000001,0.000013000
43,20000,0.000000002,0.000000002,0.000000002,0.000000001,0.000000001,0.000013000
44,20000,0.000000002,0.000000002,0.000000002,0.000000001,0.000000001,0.000014000
45,20000,0.000000003,0.000000003,0.000000002,0.000000001,0.000000001,0.000019000
46,20000,0.000000003,0.000000003,0.000000002,0.000000001,0.000000001,0.000016000
47,20000,0.000000003,0.000000003,0.000000002,0.000000001,0.000000001,0.000017000
48,20000,0.000000003,0.000000003,0.000000002,0.000000001,0.000000001,0.000017000
49,20000,0.000000003,0.000000003,0.000000002,0.000000001,0.000000001,0.000018000
50,20000,0.000000003,0.000000003,0.000000002,0.000000001,0.000000001,0.000018000
51,20000,0.000000003,0.000000003,0.000000002,0.000000001,0.000000001,0.000018000
52,20000,0.000000003,0.000000003,0.000000002,0.000000001,0.000000001,0.000018000
53,20000,0.000000003,0.000000003,0.000000002,0.000000001,0.000000001,0.000018000
54,20000,0.000000003,0.000000003,0.000000002,0.000000001,0.000000001,0.000019000
55,20000,0.000000003,0.000000003,0.000000002,0.000000001,0.000000001,0.000018000
56,20000,0.000000003,0.000000003,0.000000002,0.000000001,0.000000001,0.000018000
57,20000,0.000000003,0.000000003,0.000000002,0.000000001,0.000000001,0.000018000
58,20000,0.000000003,0.000000003,0.000000002,0.000000001,0.000000001,0.000017000
59,20000,0.000000003,0.000000003,0.000000002,0.000000001,0.000000001,0.000018000
60,20000,0.000000003,0.000000003,0.000000002,0.000000001,0.000000001,0.000018000
61,20000,0.000000003,0.000000003,0.000000002,0.000000001,0.000000001,0.000016000
62,20000,0.000000003,0.000000003,0.000000002,0.000000001,0.000000001,0.000016000
63,20000,0.000000003,0.000000003,0.000000002,0.000000001,0.000000001,0.000017000
64,20000,0.000000003,0.000000003,0.000000002,0.000000001,0.000000001,0.000016000
65,20000,0.000000003,0.000000003,0.000000002,0.000000001,0.000000001,0.000017000
66,20000,0.000000003,0.000000003,0.000000002,0.000000001,0.000000001,0.000017000
67,20000,0.000000003,0.000000003,0.000000002,0.000000001,0.000000001,0.000018000
68,20000,0.000000003,0.000000003,0.000000002,0.000000001,0.000000001,0.000017000
69,20000,0.000000003,0.000000003,0.000000002,0.000000001,0.000000001,0.000017000
70,20000,0.000000003,0.000000003,0.000000002,0.000000001,0.000000001,0.000017000
71,20000,0.000000003,0.000000003,0.000000002,0.000000001,0.000000001,0.000017000
72,20000,0.000000003,0.000000003,0.000000002,0.000000001,0.000000001,0.000018000
73,20000,0.000000003,0.000000003,0.000000002,0.000000001,0.000000001,0.000018000
74,20000,0.000000003,0.000000003,0.000000002,0.000000001,0.000000001,0.000016000
75,20000,0.000000003,0.000000003,0.000000002,0.000000001,0.000000001,0.000016000
76,20000,0.000000003,0.000000003,0.000000002,0.000000001,0.000000001,0.000017000
77,20000,0.000000003,0.000000003,0.000000002,0.000000001,0.000000001,0.000017000
78,20000,0.000000003,0.000000003,0.000000002,0.000000001,0.000000001,0.000017000
79,20000,0.000000003,0.000000003,0.000000002,0.000000001,0.000000001,0.000017000
80,20000,0.000000003,0.000000003,0.000000002,0.000000001,0.000000001,0.000017000
81,20000,0.000000003,0.000000003,0.000000002,0.000000001,0.000000001,0.000016000
82,20000,0.000000003,0.000000003,0.000000002,0.000000001,0.000000001,0.000017000
83,20000,0.000000006,0.000000003,0.000000002,0.000000001,0.000000001,0.000017000
84,20000,0.000000003,0.000000003,0.000000002,0.000000001,0.000000001,0.000017000
85,20000,0.000000003,0.000000003,0.000000002,0.000000001,0.000000001,0.000016000
86,20000,0.000000003,0.000000003,0.000000003,0.000000001,0.000000001,0.000016000
87,20000,0.000000003,0.000000003,0.000000002,0.000000001,0.000000001,0.000016000
88,20000,0.000000003,0.000000003,0.000000002,0.000000001,0.000000001,0.000017000
89,20000,0.000000003,0.000000003,0.000000002,0.000000001,0.000000001,0.000016000
90,20000,0.000000003,0.000000003,0.000000002,0.000000001,0.000000001,0.000035000
91,20000,0.000000003,0.000000003,0.000000002,0.000000001,0.000000001,0.000015000
92,20000,0.000000003,0.000000003,0.000000002,0.000000001,0.000000001,0.000015000
93,20000,0.000000003,0.000000003,0.000000002,0.000000001,0.000000001,0.000015000
94,20000,0.000000003,0.000000003,0.000000002,0.000000001,0.000000001,0.000016000
95,20000,0.000000003,0.000000003,0.000000002,0.000000001,0.000000001,0.000015000
96,20000,0.000000003,0.000000003,0.000000002,0.000000001,0.000000001,0.000015000
97,20000,0.000000003,0.000000003,0.000000002,0.000000001,0.000000001,0.000015000
98,20000,0.000000003,0.000000003,0.000000002,0.000000001,0.000000001,0.000020000
99,20000,0.000000003,0.000000002,0.000000002,0.000000001,0.000000001,0.000013000
100,20000,0.000000002,0.000000002,0.000000002,0.000000001,0.000000001,0.000014000
1,30000,0.000000003,0.000000002,0.000000002,0.000000001,0.000000001,0.000021000
2,30000,0.000000003,0.000000003,0.000000002,0.000000001,0.000000001,0.000023000
3,30000,0.000000003,0.000000003,0.000000002,0.000000001,0.000000001,0.000023000
4,30000,0.000000003,0.000000003,0.000000002,0.000000001,0.000000001,0.000025000
5,30000,0.000000003,0.000000003,0.000000002,0.000000001,0.000000001,0.000023000
6,30000,0.000000003,0.000000003,0.000000002,0.000000001,0.000000001,0.000023000
7,30000,0.000000003,0.000000002,0.000000002,0.000000001,0.000000001,0.000024000
8,30000,0.000000002,0.000000002,0.000000002,0.000000001,0.000000001,0.000022000
9,30000,0.000000002,0.000000002,0.000000002,0.000000001,0.000000001,0.000022000
10,30000,0.000000002,0.000000002,0.000000002,0.000000001,0.000000001,0.000022000
11,30000,0.000000002,0.000000002,0.000000002,0.000000001,0.000000001,0.000022000
12,30000,0.000000002,0.000000002,0.000000002,0.000000001,0.000000001,0.000022000
13,30000,0.000000002,0.000000002,0.000000002,0.000000001,0.000000001,0.000022000
14,30000,0.000000002,0.000000002,0.000000002,0.000000001,0.000000001,0.000022000
15,30000,0.000000002,0.000000002,0.000000002,0.000000001,0.000000001,0.000022000
16,30000,0.000000002,0.000000002,0.000000002,0.000000001,0.000000001,0.000022000
17,30000,0.000000002,0.000000002,0.000000002,0.000000001,0.000000001,0.000022000
18,30000,0.000000002,0.000000002,0.000000002,0.000000001,0.000000001,0.000022000
19,30000,0.000000002,0.000000002,0.000000002,0.000000001,0.000000001,0.000022000
20,30000,0.000000002,0.000000002,0.000000002,0.000000001,0.000000001,0.000022000
21,30000,0.000000002,0.000000002,0.000000002,0.000000001,0.000000001,0.000022000
22,30000,0.000000002,0.000000002,0.000000002,0.000000001,0.000000001,0.000023000
23,30000,0.000000002,0.000000002,0.000000002,0.000000001,0.000000001,0.000021000
24,30000,0.000000002,0.000000002,0.000000002,0.000000001,0.000000001,0.000022000
25,30000,0.000000002,0.000000002,0.000000002,0.000000001,0.000000001,0.000022000
26,30000,0.000000002,0.000000002,0.000000002,0.000000001,0.000000001,0.000022000
27,30000,0.000000002,0.000000002,0.000000002,0.000000001,0.000000001,0.000022000
28,30000,0.000000002,0.000000002,0.000000002,0.000000001,0.000000001,0.000023000
29,30000,0.000000002,0.000000002,0.000000002,0.000000001,0.000000001,0.000022000
30,30000,0.000000002,0.000000002,0.000000002,0.000000001,0.000000001,0.000022000
31,30000,0.000000002,0.000000002,0.000000002,0.000000001,0.000000001,0.000021000
32,30000,0.000000002,0.000000002,0.000000002,0.000000001,0.000000001,0.000021000
33,30000,0.000000002,0.000000002,0.000000002,0.000000001,0.000000001,0.000022000
34,30000,0.000000003,0.000000002,0.000000002,0.000000001,0.000000001,0.000022000
35,30000,0.000000002,0.000000002,0.000000002,0.000000001,0.000000001,0.000022000
36,30000,0.000000002,0.000000002,0.000000002,0.000000001,0.000000001,0.000020000
37,30000,0.000000002,0.000000002,0.000000002,0.000000001,0.000000001,0.000021000
38,30000,0.000000002,0.000000002,0.000000002,0.000000001,0.000000001,0.000021000
39,30000,0.000000002,0.000000002,0.000000002,0.000000001,0.000000001,0.000021000
40,30000,0.000000002,0.000000002,0.000000002,0.000000001,0.000000001,0.000021000
41,30000,0.000000002,0.000000002,0.000000002,0.000000001,0.000000001,0.000021000
42,30000,0.000000003,0.000000002,0.000000002,0.000000001,0.000000001,0.000021000
43,30000,0.000000003,0.000000002,0.000000002,0.000000001,0.000000001,0.000021000
44,30000,0.000000003,0.000000002,0.000000002,0.000000001,0.000000001,0.000021000
45,30000,0.000000003,0.000000002,0.000000002,0.000000001,0.000000001,0.000021000
46,30000,0.000000003,0.000000002,0.000000002,0.000000001,0.000000001,0.000020000
47,30000,0.000000003,0.000000002,0.000000002,0.000000001,0.000000001,0.000021000
48,30000,0.000000003,0.000000002,0.000000002,0.000000001,0.000000001,0.000028000
49,30000,0.000000003,0.000000002,0.000000002,0.000000001,0.000000001,0.000021000
50,30000,0.000000002,0.000000002,0.000000002,0.000000001,0.000000001,0.000020000
51,30000,0.000000002,0.000000002,0.000000002,0.000000001,0.000000001,0.000020000
52,30000,0.000000002,0.000000002,0.000000002,0.000000001,0.000000001,0.000020000
53,30000,0.000000002,0.000000002,0.000000002,0.000000001,0.000000001,0.000020000
54,30000,0.000000003,0.000000002,0.000000002,0.000000001,0.000000001,0.000020000
55,30000,0.000000002,0.000000002,0.000000002,0.000000001,0.000000001,0.000020000
56,30000,0.000000002,0.000000002,0.000000002,0.000000001,0.000000001,0.000019000
57,30000,0.000000002,0.000000002,0.000000002,0.000000001,0.000000001,0.000020000
58,30000,0.000000002,0.000000002,0.000000002,0.000000001,0.000000001,0.000020000
59,30000,0.000000002,0.000000002,0.000000002,0.000000001,0.000000001,0.000020000
60,30000,0.000000002,0.000000002,0.000000002,0.000000001,0.000000001,0.000021000
61,30000,0.000000002,0.000000002,0.000000002,0.000000001,0.000000001,0.000021000
62,30000,0.000000002,0.000000002,0.000000002,0.000000001,0.000000001,0.000021000
63,30000,0.000000002,0.000000002,0.000000002,0.000000001,0.000000001,0.000021000
64,30000,0.000000002,0.000000002,0.000000002,0.000000001,0.000000001,0.000020000
65,30000,0.000000002,0.000000002,0.000000002,0.000000001,0.000000001,0.000020000
66,30000,0.000000002,0.000000002,0.000000002,0.000000001,0.000000001,0.000020000
67,30000,0.000000002,0.000000002,0.000000002,0.000000001,0.000000001,0.000020000
68,30000,0.000000002,0.000000002,0.000000002,0.000000001,0.000000001,0.000020000
69,30000,0.000000002,0.000000002,0.000000002,0.000000001,0.000000001,0.000019000
70,30000,0.000000002,0.000000002,0.000000002,0.000000001,0.000000001,0.000020000
71,30000,0.000000002,0.000000002,0.000000002,0.000000001,0.000000001,0.000021000
72,30000,0.000000002,0.000000002,0.000000002,0.000000001,0.000000001,0.000020000
73,30000,0.000000002,0.000000002,0.000000002,0.000000001,0.000000001,0.000019000
74,30000,0.000000002,0.000000002,0.000000002,0.000000001,0.000000001,0.000020000
75,30000,0.000000002,0.000000002,0.000000002,0.000000001,0.000000001,0.000019000
76,30000,0.000000002,0.000000002,0.000000002,0.000000001,0.000000001,0.000019000
77,30000,0.000000002,0.000000002,0.000000002,0.000000001,0.000000001,0.000019000
78,30000,0.000000002,0.000000002,0.000000002,0.000000001,0.000000001,0.000020000
79,30000,0.000000002,0.000000002,0.000000002,0.000000001,0.000000001,0.000020000
80,30000,0.000000002,0.000000002,0.000000002,0.000000001,0.000000001,0.000019000
81,30000,0.000000002,0.000000002,0.000000002,0.000000001,0.000000001,0.000019000
82,30000,0.000000002,0.000000002,0.000000002,0.000000001,0.000000001,0.000019000
83,30000,0.000000002,0.000000002,0.000000002,0.000000001,0.000000001,0.000019000
84,30000,0.000000002,0.000000002,0.000000002,0.000000001,0.000000001,0.000019000
85,30000,0.000000002,0.000000002,0.000000002,0.000000001,0.000000001,0.000019000
86,30000,0.000000005,0.000000002,0.000000002,0.000000001,0.000000001,0.000019000
87,30000,0.000000002,0.000000002,0.000000002,0.000000001,0.000000001,0.000019000
88,30000,0.000000002,0.000000002,0.000000002,0.000000001,0.000000001,0.000019000
89,30000,0.000000002,0.000000002,0.000000002,0.000000001,0.000000001,0.000019000
90,30000,0.000000002,0.000000002,0.000000002,0.000000001,0.000000001,0.000019000
91,30000,0.000000002,0.000000002,0.000000002,0.000000001,0.000000001,0.000019000
92,30000,0.000000002,0.000000002,0.000000002,0.000000001,0.000000001,0.000019000
93,30000,0.000000002,0.000000002,0.000000002,0.000000001,0.000000001,0.000019000
94,30000,0.000000002,0.000000002,0.000000002,0.000000001,0.000000001,0.000020000
95,30000,0.000000002,0.000000002,0.000000002,0.000000001,0.000000001,0.000020000
96,30000,0.000000002,0.000000002,0.000000002,0.000000001,0.000000001,0.000018000
97,30000,0.000000002,0.000000002,0.000000002,0.000000001,0.000000001,0.000019000
98,30000,0.000000002,0.000000002,0.000000002,0.000000001,0.000000001,0.000018000
99,30000,0.000000002,0.000000002,0.000000002,0.000000001,0.000000001,0.000018000
100,30000,0.000000002,0.000000002,0.000000002,0.000000001,0.000000001,0.000019000
1,40000,0.000000003,0.000000002,0.000000002,0.000000001,0.000000001,0.000025000
2,40000,0.000000002,0.000000002,0.000000002,0.000000001,0.000000001,0.000026000
3,40000,0.000000002,0.000000002,0.000000002,0.000000001,0.000000001,0.000025000
4,40000,0.000000002,0.000000002,0.000000002,0.000000001,0.000000001,0.000025000
5,40000,0.000000002,0.000000002,0.000000002,0.000000001,0.000000001,0.000026000
6,40000,0.000000002,0.000000002,0.000000002,0.000000001,0.000000001,0.000026000
7,40000,0.000000002,0.000000002,0.000000002,0.000000001,0.000000001,0.000025000
8,40000,0.000000002,0.000000002,0.000000002,0.000000001,0.000000001,0.000025000
9,40000,0.000000002,0.000000002,0.000000002,0.000000001,0.000000001,0.000025000
10,40000,0.000000002,0.000000002,0.000000002,0.000000001,0.000000001,0.000025000
11,40000,0.000000002,0.000000002,0.000000002,0.000000001,0.000000001,0.000025000
12,40000,0.000000002,0.000000002,0.000000002,0.000000001,0.000000001,0.000025000
13,40000,0.000000002,0.000000002,0.000000002,0.000000001,0.000000001,0.000025000
14,40000,0.000000002,0.000000002,0.000000002,0.000000001,0.000000001,0.000026000
15,40000,0.000000002,0.000000002,0.000000001,0.000000001,0.000000001,0.000025000
16,40000,0.000000002,0.000000002,0.000000002,0.000000001,0.000000001,0.000025000
17,40000,0.000000002,0.000000002,0.000000002,0.000000001,0.000000001,0.000024000
18,40000,0.000000002,0.000000002,0.000000001,0.000000001,0.000000001,0.000025000
19,40000,0.000000002,0.000000002,0.000000002,0.000000001,0.000000001,0.000025000
20,40000,0.000000002,0.000000002,0.000000002,0.000000001,0.000000001,0.000028000
21,40000,0.000000002,0.000000002,0.000000002,0.000000001,0.000000001,0.000025000
22,40000,0.000000002,0.000000002,0.000000002,0.000000001,0.000000001,0.000025000
23,40000,0.000000002,0.000000002,0.000000001,0.000000001,0.000000001,0.000025000
24,40000,0.000000002,0.000000002,0.000000001,0.000000001,0.000000001,0.000025000
25,40000,0.000000002,0.000000002,0.000000001,0.000000001,0.000000001,0.000024000
26,40000,0.000000002,0.000000002,0.000000001,0.000000001,0.000000001,0.000025000
27,40000,0.000000002,0.000000002,0.000000001,0.000000001,0.000000001,0.000025000
28,40000,0.000000002,0.000000002,0.000000002,0.000000001,0.000000001,0.000024000
29,40000,0.000000002,0.000000002,0.000000002,0.000000001,0.000000001,0.000024000
30,40000,0.000000002,0.000000002,0.000000002,0.000000001,0.000000001,0.000025000
31,40000,0.000000002,0.000000002,0.000000001,0.000000001,0.000000001,0.000024000
32,40000,0.000000002,0.000000002,0.000000001,0.000000001,0.000000001,0.000024000
33,40000,0.000000002,0.000000002,0.000000001,0.000000001,0.000000001,0.000024000
34,40000,0.000000002,0.000000002,0.000000002,0.000000001,0.000000001,0.000024000
35,40000,0.000000002,0.000000002,0.000000001,0.000000001,0.000000001,0.000024000
36,40000,0.000000002,0.000000002,0.000000001,0.000000001,0.000000001,0.000023000
37,40000,0.000000002,0.000000002,0.000000001,0.000000001,0.000000001,0.000024000
38,40000,0.000000002,0.000000002,0.000000002,0.000000001,0.000000001,0.000026000
39,40000,0.000000002,0.000000002,0.000000001,0.000000001,0.000000001,0.000024000
40,40000,0.000000002,0.000000002,0.000000001,0.000000001,0.000000001,0.000024000
41,40000,0.000000003,0.000000002,0.000000001,0.000000001,0.000000001,0.000024000
42,40000,0.000000002,0.000000002,0.000000001,0.000000001,0.000000001,0.000024000
43,40000,0.000000002,0.000000002,0.000000001,0.000000001,0.000000001,0.000024000
44,40000,0.000000002,0.000000002,0.000000001,0.000000001,0.000000001,0.000024000
45,40000,0.000000002,0.000000002,0.000000001,0.000000001,0.000000001,0.000024000
46,40000,0.000000002,0.000000002,0.000000001,0.000000001,0.000000001,0.000024000
47,40000,0.000000002,0.000000002,0.000000001,0.000000001,0.000000001,0.000023000
48,40000,0.000000002,0.000000002,0.000000001,0.000000001,0.000000001,0.000024000
49,40000,0.000000002,0.000000002,0.000000001,0.000000001,0.000000001,0.000024000
50,40000,0.000000002,0.000000002,0.000000001,0.000000001,0.000000001,0.000023000
51,40000,0.000000002,0.000000002,0.000000001,0.000000001,0.000000001,0.000023000
52,40000,0.000000002,0.000000002,0.000000001,0.000000001,0.000000001,0.000024000
53,40000,0.000000002,0.000000002,0.000000001,0.000000001,0.000000001,0.000024000
54,40000,0.000000002,0.000000002,0.000000001,0.000000001,0.000000001,0.000024000
55,40000,0.000000002,0.000000002,0.000000001,0.000000001,0.000000001,0.000025000
56,40000,0.000000002,0.000000002,0.000000002,0.000000001,0.000000001,0.000026000
57,40000,0.000000002,0.000000002,0.000000002,0.000000001,0.000000001,0.000028000
58,40000,0.000000002,0.000000002,0.000000002,0.000000001,0.000000001,0.000024000
59,40000,0.000000002,0.000000002,0.000000002,0.000000001,0.000000001,0.000025000
60,40000,0.000000002,0.000000002,0.000000001,0.000000001,0.000000001,0.000026000
61,40000,0.000000003,0.000000002,0.000000001,0.000000001,0.000000001,0.000032000
62,40000,0.000000002,0.000000002,0.000000002,0.000000001,0.000000001,0.000025000
63,40000,0.000000002,0.000000002,0.000000002,0.000000001,0.000000001,0.000025000
64,40000,0.000000002,0.000000002,0.000000002,0.000000001,0.000000001,0.000025000
65,40000,0.000000002,0.000000002,0.000000002,0.000000001,0.000000001,0.000025000
66,40000,0.000000002,0.000000002,0.000000002,0.000000001,0.000000001,0.000025000
67,40000,0.000000002,0.000000002,0.000000002,0.000000001,0.000000001,0.000025000
68,40000,0.000000002,0.000000002,0.000000002,0.000000001,0.000000001,0.000024000
69,40000,0.000000002,0.000000002,0.000000001,0.000000001,0.000000001,0.000024000
70,40000,0.000000003,0.000000002,0.000000001,0.000000001,0.000000001,0.000022000
71,40000,0.000000003,0.000000002,0.000000002,0.000000001,0.000000001,0.000022000
72,40000,0.000000003,0.000000002,0.000000001,0.000000001,0.000000001,0.000022000
73,40000,0.000000003,0.000000002,0.000000001,0.000000001,0.000000001,0.000022000
74,40000,0.000000002,0.000000002,0.000000001,0.000000001,0.000000001,0.000022000
75,40000,0.000000002,0.000000002,0.000000001,0.000000001,0.000000001,0.000023000
76,40000,0.000000002,0.000000002,0.000000001,0.000000001,0.000000001,0.000022000
77,40000,0.000000003,0.000000002,0.000000001,0.000000001,0.000000001,0.000022000
78,40000,0.000000002,0.000000002,0.000000001,0.000000001,0.000000001,0.000022000
79,40000,0.000000002,0.000000002,0.000000001,0.000000001,0.000000001,0.000022000
80,40000,0.000000002,0.000000002,0.000000001,0.000000001,0.000000001,0.000023000
81,40000,0.000000002,0.000000002,0.000000001,0.000000001,0.000000001,0.000022000
82,40000,0.000000003,0.000000002,0.000000001,0.000000001,0.000000001,0.000023000
83,40000,0.000000002,0.000000002,0.000000001,0.000000001,0.000000001,0.000022000
84,40000,0.000000002,0.000000002,0.000000001,0.000000001,0.000000001,0.000022000
85,40000,0.000000002,0.000000002,0.000000001,0.000000001,0.000000001,0.000023000
86,40000,0.000000002,0.000000002,0.000000001,0.000000001,0.000000001,0.000022000
87,40000,0.000000003,0.000000002,0.000000001,0.000000001,0.000000001,0.000022000
88,40000,0.000000002,0.000000002,0.000000001,0.000000001,0.000000001,0.000021000
89,40000,0.000000003,0.000000002,0.000000001,0.000000001,0.000000001,0.000022000
90,40000,0.000000002,0.000000002,0.000000001,0.000000001,0.000000001,0.000022000
91,40000,0.000000003,0.000000002,0.000000001,0.000000001,0.000000001,0.000021000
92,40000,0.000000002,0.000000002,0.000000001,0.000000001,0.000000001,0.000022000
93,40000,0.000000002,0.000000002,0.000000001,0.000000001,0.000000001,0.000022000
94,40000,0.000000002,0.000000002,0.000000001,0.000000001,0.000000001,0.000022000
95,40000,0.000000002,0.000000002,0.000000001,0.000000001,0.000000001,0.000023000
96,40000,0.000000003,0.000000002,0.000000001,0.000000001,0.000000001,0.000022000
97,40000,0.000000002,0.000000002,0.000000001,0.000000001,0.000000001,0.000022000
98,40000,0.000000002,0.000000002,0.000000001,0.000000001,0.000000001,0.000022000
99,40000,0.000000002,0.000000002,0.000000001,0.000000001,0.000000001,0.000022000
100,40000,0.000000002,0.000000002,0.000000001,0.000000001,0.000000001,0.000022000
1,50000,0.000000003,0.000000002,0.000000002,0.000000001,0.000000001,0.000028000
2,50000,0.000000002,0.000000002,0.000000001,0.000000001,0.000000001,0.000030000
3,50000,0.000000002,0.000000002,0.000000001,0.000000001,0.000000001,0.000028000
4,50000,0.000000002,0.000000002,0.000000001,0.000000001,0.000000001,0.000029000
5,50000,0.000000002,0.000000002,0.000000001,0.000000001,0.000000001,0.000028000
6,50000,0.000000002,0.000000002,0.000000001,0.000000001,0.000000001,0.000028000
7,50000,0.000000002,0.000000002,0.000000001,0.000000001,0.000000001,0.000030000
8,50000,0.000000002,0.000000002,0.000000002,0.000000001,0.000000001,0.000027000
9,50000,0.000000002,0.000000002,0.000000002,0.000000001,0.000000001,0.000032000
10,50000,0.000000002,0.000000002,0.000000001,0.000000001,0.000000001,0.000032000
11,50000,0.000000002,0.000000002,0.000000002,0.000000001,0.000000001,0.000034000
12,50000,0.000000002,0.000000002,0.000000002,0.000000001,0.000000001,0.000028000
13,50000,0.000000002,0.000000002,0.000000002,0.000000001,0.000000001,0.000031000
14,50000,0.000000002,0.000000002,0.000000002,0.000000001,0.000000001,0.000031000
15,50000,0.000000002,0.000000002,0.000000002,0.000000001,0.000000001,0.000032000
16,50000,0.000000002,0.000000002,0.000000002,0.000000001,0.000000001,0.000030000
17,50000,0.000000002,0.000000002,0.000000002,0.000000001,0.000000001,0.000028000
18,50000,0.000000002,0.000000002,0.000000002,0.000000001,0.000000001,0.000027000
19,50000,0.000000002,0.000000002,0.000000001,0.000000001,0.000000001,0.000027000
20,50000,0.000000002,0.000000002,0.000000001,0.000000001,0.000000001,0.000037000
21,50000,0.000000002,0.000000002,0.000000002,0.000000001,0.000000001,0.000027000
22,50000,0.000000002,0.000000002,0.000000001,0.000000001,0.000000001,0.000027000
23,50000,0.000000002,0.000000002,0.000000001,0.000000001,0.000000001,0.000028000
24,50000,0.000000002,0.000000002,0.000000001,0.000000001,0.000000001,0.000028000
25,50000,0.000000002,0.000000002,0.000000001,0.000000001,0.000000001,0.000028000
26,50000,0.000000002,0.000000002,0.000000001,0.000000001,0.000000001,0.000028000
27,50000,0.000000002,0.000000002,0.000000001,0.000000001,0.000000001,0.000027000
28,50000,0.000000002,0.000000002,0.000000001,0.000000001,0.000000001,0.000027000
29,50000,0.000000002,0.000000002,0.000000001,0.000000001,0.000000001,0.000028000
30,50000,0.000000002,0.000000002,0.000000001,0.000000001,0.000000001,0.000028000
31,50000,0.000000002,0.000000002,0.000000001,0.000000001,0.000000001,0.000028000
32,50000,0.000000002,0.000000002,0.000000001,0.000000001,0.000000001,0.000028000
33,50000,0.000000002,0.000000002,0.000000001,0.000000001,0.000000001,0.000029000
34,50000,0.000000002,0.000000002,0.000000001,0.000000001,0.000000001,0.000027000
35,50000,0.000000002,0.000000002,0.000000001,0.000000001,0.000000001,0.000028000
36,50000,0.000000002,0.000000002,0.000000001,0.000000001,0.000000001,0.000027000
37,50000,0.000000002,0.000000002,0.000000001,0.000000001,0.000000001,0.000027000
38,50000,0.000000002,0.000000002,0.000000001,0.000000001,0.000000001,0.000027000
39,50000,0.000000002,0.000000002,0.000000001,0.000000001,0.000000001,0.000030000
40,50000,0.000000002,0.000000002,0.000000001,0.000000001,0.000000001,0.000027000
41,50000,0.000000002,0.000000002,0.000000001,0.000000001,0.000000001,0.000030000
42,50000,0.000000002,0.000000002,0.000000001,0.000000001,0.000000001,0.000027000
43,50000,0.000000002,0.000000002,0.000000001,0.000000001,0.000000001,0.000028000
44,50000,0.000000002,0.000000002,0.000000001,0.000000001,0.000000001,0.000027000
45,50000,0.000000002,0.000000002,0.000000001,0.000000001,0.000000001,0.000028000
46,50000,0.000000002,0.000000002,0.000000001,0.000000001,0.000000001,0.000027000
47,50000,0.000000002,0.000000002,0.000000001,0.000000001,0.000000001,0.000030000
48,50000,0.000000002,0.000000002,0.000000001,0.000000001,0.000000001,0.000030000
49,50000,0.000000002,0.000000002,0.000000001,0.000000001,0.000000001,0.000028000
50,50000,0.000000002,0.000000002,0.000000001,0.000000001,0.000000001,0.000027000
51,50000,0.000000002,0.000000002,0.000000001,0.000000001,0.000000001,0.000030000
52,50000,0.000000002,0.000000002,0.000000002,0.000000001,0.000000001,0.000027000
53,50000,0.000000003,0.000000002,0.000000002,0.000000001,0.000000001,0.000035000
54,50000,0.000000003,0.000000002,0.000000002,0.000000001,0.000000001,0.000028000
55,50000,0.000000003,0.000000002,0.000000002,0.000000001,0.000000001,0.000027000
56,50000,0.000000002,0.000000002,0.000000002,0.000000001,0.000000001,0.000036000
57,50000,0.000000002,0.000000002,0.000000002,0.000000001,0.000000001,0.000031000
58,50000,0.000000002,0.000000002,0.000000002,0.000000001,0.000000001,0.000030000
59,50000,0.000000002,0.000000002,0.000000002,0.000000001,0.000000001,0.000031000
60,50000,0.000000003,0.000000002,0.000000001,0.000000001,0.000000001,0.000028000
61,50000,0.000000003,0.000000002,0.000000002,0.000000001,0.000000001,0.000028000
62,50000,0.000000002,0.000000002,0.000000002,0.000000001,0.000000001,0.000027000
63,50000,0.000000002,0.000000002,0.000000001,0.000000001,0.000000001,0.000027000
64,50000,0.000000002,0.000000002,0.000000002,0.000000001,0.000000001,0.000027000
65,50000,0.000000002,0.000000002,0.000000001,0.000000001,0.000000001,0.000028000
66,50000,0.000000002,0.000000002,0.000000001,0.000000001,0.000000001,0.000027000
67,50000,0.000000002,0.000000002,0.000000001,0.000000001,0.000000001,0.000027000
68,50000,0.000000002,0.000000002,0.000000001,0.000000001,0.000000001,0.000027000
69,50000,0.000000002,0.000000002,0.000000001,0.000000001,0.000000001,0.000027000
70,50000,0.000000002,0.000000002,0.000000001,0.000000001,0.000000001,0.000027000
71,50000,0.000000002,0.000000002,0.000000001,0.000000001,0.000000001,0.000029000
72,50000,0.000000002,0.000000002,0.000000001,0.000000001,0.000000001,0.000027000
73,50000,0.000000002,0.000000002,0.000000001,0.000000001,0.000000001,0.000027000
74,50000,0.000000002,0.000000002,0.000000001,0.000000001,0.000000001,0.000027000
75,50000,0.000000002,0.000000002,0.000000001,0.000000001,0.000000001,0.000027000
76,50000,0.000000002,0.000000002,0.000000001,0.000000001,0.000000001,0.000028000
77,50000,0.000000002,0.000000002,0.000000001,0.000000001,0.000000001,0.000027000
78,50000,0.000000002,0.000000002,0.000000001,0.000000001,0.000000001,0.000031000
79,50000,0.000000002,0.000000002,0.000000001,0.000000001,0.000000001,0.000027000
